name,cals,fat,carbs,protein,nutr_code
"Fish, tuna, yellowfin, fresh, cooked, dry heat",1.3,0.0531,0.0,1.166,15221
"Fish, turbot, european, cooked, dry heat",1.22,0.3402,0.0,0.8231999999999999,15222
"Fish, turbot, european, raw",0.95,0.2655,0.0,0.642,15129
"Fish, whitefish, mixed species, cooked, dry heat",1.72,0.6759,0.0,0.9788,15223
"Fish, whitefish, mixed species, raw",1.34,0.5274000000000001,0.0,0.7636,15130
"Fish, whitefish, mixed species, smoked",1.08,0.08370000000000001,0.0,0.936,15131
"Fish, whiting, mixed species, cooked, dry heat",1.16,0.1521,0.0,0.9392,15133
"Fish, whiting, mixed species, raw",0.9,0.1179,0.0,0.7323999999999999,15132
"Fish, wolffish, Atlantic, cooked, dry heat",1.23,0.27540000000000003,0.0,0.8976000000000001,15224
"Fish, wolffish, Atlantic, raw",0.96,0.2151,0.0,0.7,15134
"Fish, yellowtail, mixed species, cooked, dry heat",1.87,0.6048,0.0,1.1868,15225
"Fish, yellowtail, mixed species, raw",1.46,0.4716,0.0,0.9256,15135
"Focaccia, Italian flatbread, plain",2.49,0.7101,1.4328,0.3508,18973
"Frankfurter, beef, heated",3.22,2.6424,0.1064,0.4676,7945
"Frankfurter, beef, low fat",2.33,0.855,0.064,0.48,42179
"Frankfurter, beef, pork, and turkey, fat free",1.09,0.1431,0.4484,0.5,7905
"Frankfurter, beef, unheated",3.16,2.5469999999999997,0.1344,0.4464,7022
"Frankfurter, chicken",2.23,1.4571,0.1096,0.6204,7024
"Frankfurter, low sodium",3.12,2.5659,0.07200000000000001,0.48,43507
"Frankfurter, meat",2.9,2.3184,0.1668,0.4104,7950
"Frankfurter, meat and poultry, cooked, boiled",2.98,2.3652,0.1984,0.4124,7963
"Frankfurter, meat and poultry, cooked, grilled",3.02,2.3787,0.2096,0.4268,7964
"Frankfurter, meat and poultry, low fat",1.21,0.252,0.336,0.62,42280
"Frankfurter, meat and poultry, unheated",2.77,2.1762,0.2008,0.3888,7962
"Frankfurter, meat, heated",2.78,2.1879,0.196,0.3908,7949
"Frankfurter, meatless",2.33,1.2357,0.308,0.7844,43130
"Frankfurter, pork",2.69,2.1312,0.011200000000000002,0.5124,7939
"Frankfurter, turkey",2.23,1.5561,0.1524,0.4892,7025
"French toast, frozen, ready-to-heat",2.13,0.5489999999999999,1.284,0.29600000000000004,18268
"French toast, prepared from recipe, made with low fat (2%) milk",2.29,0.972,1.0,0.308,18269
"Frijoles rojos volteados (Refried beans, red, canned)",1.44,0.6237,0.6188,0.2,16173
"Frog legs, raw",0.73,0.027000000000000003,0.0,0.6559999999999999,80200
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids",0.88,0.006300000000000001,0.9156,0.0156,9101
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids",0.45,0.006300000000000001,0.4652000000000001,0.016,9098
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",0.73,0.006300000000000001,0.7564,0.0156,9100
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",0.46,0.0009000000000000002,0.4744,0.0184,9097
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",0.57,0.006300000000000001,0.5972,0.016,9099
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",0.32,0.0045000000000000005,0.3404,0.0168,9096
"Fruit cocktail, canned, heavy syrup, drained",0.7,0.009000000000000001,0.752,0.0188,9351
"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",0.46,0.0018000000000000004,0.436,0.0252,9514
"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",0.56,0.0297,0.5216,0.0252,9515
"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",0.52,0.027000000000000003,0.4948,0.0176,9516
"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",0.71,0.0,0.6668000000000001,0.0168,9511
"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",0.53,0.0234,0.5012,0.024,9508
"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",0.63,0.0,0.6,0.0168,9507
"Fruit juice smoothie, NAKED JUICE, strawberry banana",0.5,0.0243,0.4664,0.0192,9531
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",0.5,0.0324,0.4604,0.0252,9513
"Fruit juice smoothie, ODWALLA, strawberry banana",0.48,0.028800000000000006,0.442,0.02,9530
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",0.88,0.005399999999999999,0.9108,0.0132,9106
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, heavy syrup, solids and liquids",0.73,0.006300000000000001,0.7644,0.0136,9105
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",0.5,0.0027,0.522,0.0204,9103
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",0.58,0.006300000000000001,0.6056,0.0136,9104
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",0.3,0.006300000000000001,0.3148,0.014,9102
"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",0.86,0.009000000000000001,0.8944,0.016399999999999998,9325
"Fungi, Cloud ears, dried",2.84,0.0657,2.9204000000000003,0.37,11988
"GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared",1.33,0.35100000000000003,0.88,0.26,16570
"GARDENBURGER Flame Grilled Burger, frozen, unprepared",1.22,0.396,0.272,0.608,16581
"GARDENBURGER Original, frozen, unprepared",1.55,0.414,0.884,0.28800000000000003,16579
"GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared",1.38,0.29700000000000004,0.884,0.236,16584
"GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared",1.37,0.3240000000000001,0.948,0.22,16585
"GARDENBURGER Veggie Medley Burger, frozen, unprepared",1.21,0.3240000000000001,0.96,0.16399999999999998,16586
"GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry",4.13,0.7290000000000001,3.252,0.152,18642
"GEORGE WESTON BAKERIES, Brownberry Sage and Onion Stuffing Mix, dry",3.9,0.459,2.908,0.532,18603
"GEORGE WESTON BAKERIES, Thomas English Muffins",2.32,0.16200000000000006,1.84,0.32,18639
"GIRL SCOUTS, Caramel Dulce De Leche Cookies",5.2,2.439,2.592,0.204,28029
"GIRL SCOUTS, Chalet Cookies",4.78,1.719,2.892,0.168,28030
"GIRL SCOUTS, Do-si-dos Cookies",4.78,1.926,2.64,0.324,28031
"GIRL SCOUTS, Samoas Cookies",4.89,2.322,2.564,0.14,28032
"GIRL SCOUTS, Tagalongs Cookies",5.58,3.177,2.088,0.324,28033
"GIRL SCOUTS, Thank U Berry Munch Cookies",4.91,1.944,2.8,0.184,28034
"GIRL SCOUTS, Thin Mints Cookies",5.02,2.178,2.692,0.18,28035
"GIRL SCOUTS, Trefoils Cookies",4.98,2.061,2.72,0.228,28036
"GLUTINO, Gluten Free Cookies, Chocolate Vanilla Creme",4.74,1.6101,3.0412,0.0876,28356
"GLUTINO, Gluten Free Cookies, Vanilla Creme",4.87,1.6910999999999998,3.0936000000000003,0.0876,28357
"GLUTINO, Gluten Free Wafers, Lemon Flavored",5.15,2.1762,2.9756,0.0,28358
"GLUTINO, Gluten Free Wafers, Milk Chocolate",5.41,2.7378,2.5128,0.1624,28359
"Game meat , bison, ground, raw",2.23,1.4337,0.0,0.7468,17330
"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",1.71,0.5085000000000001,0.0,1.122,17332
"Game meat, antelope, cooked, roasted",1.5,0.2403,0.0,1.178,17145
"Game meat, antelope, raw",1.14,0.1827,0.0,0.8952,17144
"Game meat, bear, cooked, simmered",2.59,1.2051000000000005,0.0,1.2968000000000002,17147
"Game meat, bear, raw",1.61,0.747,0.0,0.804,17146
"Game meat, beaver, cooked, roasted",2.12,0.6264,0.0,1.394,17151
"Game meat, beaver, raw",1.46,0.43200000000000005,0.0,0.962,17150
"Game meat, beefalo, composite of cuts, cooked, roasted",1.88,0.5688000000000001,0.0,1.2264,17153
"Game meat, beefalo, composite of cuts, raw",1.43,0.43200000000000005,0.0,0.932,17152
"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",1.93,0.4887,0.0,1.3512,17333
"Game meat, bison, chuck, shoulder clod, separable lean only, raw",1.19,0.2835,0.0,0.8448,17334
"Game meat, bison, ground, cooked, pan-broiled",2.38,1.3617,0.0,0.9508,17331
"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",1.77,0.5103,0.0,1.178,17335
"Game meat, bison, ribeye, separable lean only, trimmed to 0"" fat, raw",1.16,0.21600000000000003,0.0,0.884,17268
"Game meat, bison, separable lean only, cooked, roasted",1.43,0.2178,0.0,1.1376,17157
"Game meat, bison, separable lean only, raw",1.09,0.1656,0.0,0.8648,17156
"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",1.09,0.18899999999999997,0.0,0.8440000000000001,17269
"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",1.74,0.4464,0.0,1.2072,17336
"Game meat, bison, top round, separable lean only, 1"" steak, raw",1.22,0.2187,0.0,0.9328,17337
"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",1.13,0.21600000000000003,0.0,0.856,17267
"Game meat, boar, wild, cooked, roasted",1.6,0.3942,0.0,1.132,17159
"Game meat, boar, wild, raw",1.22,0.2997,0.0,0.8604,17158
"Game meat, buffalo, water, cooked, roasted",1.31,0.16200000000000006,0.0,1.0732,17161
"Game meat, buffalo, water, raw",0.99,0.1233,0.0,0.8156,17160
"Game meat, caribou, cooked, roasted",1.67,0.3978,0.0,1.1908,17163
"Game meat, caribou, raw",1.27,0.3024,0.0,0.9052,17162
"Game meat, deer, cooked, roasted",1.58,0.2871,0.0,1.2084,17165
"Game meat, deer, ground, cooked, pan-broiled",1.87,0.7398000000000001,0.0,1.058,17344
"Game meat, deer, ground, raw",1.57,0.6417,0.0,0.8712000000000001,17343
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",1.5,0.2142,0.0,1.208,17345
"Game meat, deer, raw",1.2,0.2178,0.0,0.9184,17164
"Game meat, deer, shoulder clod, separable lean only, cooked, braised",1.91,0.3555,0.0,1.4512,17346
"Game meat, deer, tenderloin, separable lean only, cooked, broiled",1.49,0.2115,0.0,1.196,17347
"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",1.52,0.17279999999999998,0.0,1.2588,17348
"Game meat, elk, cooked, roasted",1.46,0.171,0.0,1.2076,17167
"Game meat, elk, ground, cooked, pan-broiled",1.93,0.7866000000000001,0.0,1.0656,17339
"Game meat, elk, ground, raw",1.72,0.7938000000000001,0.0,0.8704000000000001,17338
"Game meat, elk, loin, separable lean only, cooked, broiled",1.67,0.3456,0.0,1.24,17340
"Game meat, elk, raw",1.11,0.1305,0.0,0.918,17166
"Game meat, elk, round, separable lean only, cooked, broiled",1.56,0.2376,0.0,1.2376,17341
"Game meat, elk, tenderloin, separable lean only, cooked, broiled",1.62,0.3069,0.0,1.2304000000000002,17342
"Game meat, goat, cooked, roasted",1.43,0.2727,0.0,1.084,17169
"Game meat, horse, cooked, roasted",1.75,0.5445,0.0,1.1256,17171
"Game meat, horse, raw",1.33,0.414,0.0,0.8556,17170
"Game meat, moose, cooked, roasted",1.34,0.0873,0.0,1.1708,17173
"Game meat, moose, raw",1.02,0.0666,0.0,0.8896,17172
"Game meat, muskrat, cooked, roasted",2.34,1.0566,0.0,1.2036,17175
"Game meat, muskrat, raw",1.62,0.7290000000000001,0.0,0.8304,17174
"Game meat, opossum, cooked, roasted",2.21,0.918,0.0,1.208,17176
"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",1.97,0.7245,0.0,1.1624,17178
"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",2.06,0.7569000000000001,0.0,1.2152,17179
"Game meat, rabbit, domesticated, composite of cuts, raw",1.36,0.4995,0.0,0.802,17177
"Game meat, rabbit, wild, cooked, stewed",1.73,0.3159,0.0,1.3208000000000002,17181
"Game meat, rabbit, wild, raw",1.14,0.2088,0.0,0.8715999999999999,17180
"Game meat, raccoon, cooked, roasted",2.55,1.305,0.0,1.168,17182
"Game meat, squirrel, cooked, roasted",1.73,0.4221,0.0,1.2308,17184
"Game meat, squirrel, raw",1.2,0.2889,0.0,0.8492000000000001,17183
"Garlic bread, frozen",3.5,1.4949,1.6688,0.3344,18963
"Garlic, raw",1.49,0.045,1.3224,0.2544,11215
"Ginger root, pickled, canned, with artificial sweetener",0.2,0.009000000000000001,0.1932,0.0132,31033
"Ginger root, raw",0.8,0.0675,0.7108,0.0728,11216
"Goat, raw",1.09,0.2079,0.0,0.8240000000000001,17168
"Goji berries, dried",3.49,0.0351,3.0824000000000003,0.5704,9110
"Goose, domesticated, meat and skin, cooked, roasted",3.05,1.9728,0.0,1.0064,5147
"Goose, domesticated, meat and skin, raw",3.71,3.0258,0.0,0.6344,5146
"Goose, domesticated, meat only, cooked, roasted",2.38,1.1403,0.0,1.1588,5149
"Goose, domesticated, meat only, raw",1.61,0.6417,0.0,0.91,5148
"Goose, liver, raw",1.33,0.3852,0.2528,0.6548,5150
"Gooseberries, canned, light syrup pack, solids and liquids",0.73,0.018000000000000002,0.75,0.026,9109
"Gooseberries, raw",0.44,0.0522,0.4072,0.0352,9107
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",0.54,0.0306,0.55,0.0264,11785
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",0.56,0.0306,0.5736,0.0264,11221
"Gourd, dishcloth (towelgourd), raw",0.2,0.018000000000000002,0.174,0.048,11220
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",0.13,0.0018000000000000004,0.124,0.024,11784
"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",0.15,0.0018000000000000004,0.1476,0.024,11219
"Gourd, white-flowered (calabash), raw",0.14,0.0018000000000000004,0.1356,0.0248,11218
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",0.6,0.0117,0.5908,0.0148,9130
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",0.62,0.0117,0.5908,0.0148,9512
"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",0.6,0.0117,0.5908,0.0148,9135
"Grape leaves, canned",0.69,0.1773,0.4684,0.17079999999999998,11975
"Grape leaves, raw",0.93,0.1908,0.6923999999999999,0.224,11974
"Grapefruit juice, pink or red, with added calcium",0.38,0.009000000000000001,0.3476,0.02,9127
"Grapefruit juice, pink, raw",0.39,0.009000000000000001,0.368,0.02,9404
"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",0.34,0.009000000000000001,0.3172,0.0232,9416
"Grapefruit juice, white, canned or bottled, unsweetened",0.34,0.009000000000000001,0.3172,0.0232,9123
"Grapefruit juice, white, canned, sweetened",0.46,0.0081,0.4452,0.0232,9124
"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",0.41,0.0117,0.3892,0.022,9126
"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",1.46,0.0432,1.3824,0.0788,9125
"Grapefruit juice, white, raw",0.39,0.009000000000000001,0.368,0.02,9128
"Grapefruit, raw, pink and red and white, all areas",0.32,0.009000000000000001,0.3232,0.0252,9111
"Grapefruit, raw, pink and red, California and Arizona",0.37,0.009000000000000001,0.3876,0.02,9113
"Grapefruit, raw, pink and red, Florida",0.3,0.009000000000000001,0.3,0.022,9114
"Grapefruit, raw, pink and red, all areas",0.42,0.012600000000000002,0.4264,0.0308,9112
"Grapefruit, raw, white, California",0.37,0.009000000000000001,0.3636,0.0352,9117
"Grapefruit, raw, white, Florida",0.32,0.009000000000000001,0.3276,0.0252,9118
"Grapefruit, raw, white, all areas",0.33,0.009000000000000001,0.33640000000000003,0.0276,9116
"Grapefruit, sections, canned, juice pack, solids and liquids",0.37,0.0081,0.3684000000000001,0.028,9120
"Grapefruit, sections, canned, light syrup pack, solids and liquids",0.6,0.009000000000000001,0.6175999999999999,0.022400000000000003,9121
"Grapefruit, sections, canned, water pack, solids and liquids",0.36,0.009000000000000001,0.366,0.0232,9119
"Grapes, american type (slip skin), raw",0.67,0.0315,0.6859999999999999,0.0252,9131
"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",0.76,0.009000000000000001,0.7859999999999999,0.0192,9134
"Grapes, canned, thompson seedless, water pack, solids and liquids",0.4,0.0099,0.412,0.02,9133
"Grapes, muscadine, raw",0.57,0.04229999999999999,0.5572,0.032400000000000005,9129
"Grapes, red or green (European type, such as Thompson seedless), raw",0.69,0.0144,0.7240000000000001,0.0288,9132
"Gravy, CAMPBELL'S, au jus",0.08,0.0,0.0,0.0676,6996
"Gravy, CAMPBELL'S, beef",0.42,0.1521,0.2032,0.0676,6997
"Gravy, CAMPBELL'S, beef, fat free",0.25,0.0,0.2032,0.0676,6317
"Gravy, CAMPBELL'S, beef, microwavable",0.42,0.1521,0.2032,0.0676,6324
"Gravy, CAMPBELL'S, brown with onions",0.42,0.1521,0.2712,0.0,6998
"Gravy, CAMPBELL'S, chicken",0.51,0.2457,0.2348,0.0316,6999
"Gravy, CAMPBELL'S, chicken, fat free",0.25,0.0,0.2032,0.0676,6320
"Gravy, CAMPBELL'S, chicken, microwavable",0.67,0.45,0.2,0.0,6325
"Gravy, CAMPBELL'S, country style cream",0.76,0.4572,0.2032,0.0676,6318
"Gravy, CAMPBELL'S, country style sausage",1.19,0.9153,0.2032,0.1356,6319
"Gravy, CAMPBELL'S, golden pork",0.76,0.4572,0.2032,0.0676,6321
"Gravy, CAMPBELL'S, mushroom",0.34,0.1521,0.2032,0.0,6322
"Gravy, CAMPBELL'S, turkey",0.42,0.1521,0.2032,0.0676,6326
"Gravy, CAMPBELL'S, turkey, fat free",0.33,0.0,0.2668,0.0668,6323
"Gravy, CAMPBELL'S, turkey, microwavable",0.42,0.1503,0.2,0.0668,6332
"Gravy, FRANCO-AMERICAN, beef, slow roast",0.42,0.07650000000000001,0.2032,0.0676,6329
"Gravy, FRANCO-AMERICAN, beef, slow roast, fat free",0.34,0.0,0.2032,0.0676,6327
"Gravy, FRANCO-AMERICAN, chicken, slow roast",0.34,0.07650000000000001,0.2032,0.0676,6330
"Gravy, FRANCO-AMERICAN, chicken, slow roast, fat free",0.34,0.0,0.2712,0.0676,6328
"Gravy, FRANCO-AMERICAN, turkey, slow roast",0.42,0.07650000000000001,0.2712,0.0676,6331
"Gravy, HEINZ Home Style, classic chicken",0.46,0.2313,0.2004,0.0268,27061
"Gravy, HEINZ Home Style, savory beef",0.39,0.1017,0.2496,0.0436,6985
"Gravy, au jus, canned",0.16,0.018000000000000002,0.1,0.048,6114
"Gravy, au jus, dry",3.13,0.8667000000000001,1.8996,0.368,6115
"Gravy, beef, canned, ready-to-serve",0.53,0.2124,0.1924,0.15,6116
"Gravy, brown instant, dry",3.8,1.0665,2.3912,0.34119999999999995,6957
"Gravy, brown, dry",3.67,0.8648999999999999,2.3752,0.4296,6118
"Gravy, chicken, canned or bottled, ready-to-serve",0.48,0.2358,0.2116,0.0284,6119
"Gravy, chicken, dry",3.81,0.8756999999999999,2.4836,0.4508,6120
"Gravy, instant beef, dry",3.69,0.8532000000000001,2.444,0.392,6958
"Gravy, instant turkey, dry",4.09,1.3194,2.3024,0.4688000000000001,6959
"Gravy, meat or poultry, low sodium, prepared",0.53,0.21600000000000003,0.2464,0.152,6977
"Gravy, mushroom, canned",0.5,0.2439,0.2188,0.0504,6121
"Gravy, mushroom, dry, powder",3.28,0.36,2.5864,0.4,6122
"Gravy, onion, dry, mix",3.22,0.27,2.7056,0.36,6123
"Gravy, pork, dry, powder",3.67,0.7767000000000001,2.5428,0.3512,6124
"Gravy, turkey, canned, ready-to-serve",0.51,0.18899999999999997,0.204,0.104,6125
"Gravy, turkey, dry",3.67,0.6471,2.6048,0.4168,6126
"Gravy, unspecified type, dry",3.44,0.72,2.32,0.52,6127
"Ground turkey, 85% lean, 15% fat, pan-broiled crumbles",2.58,1.5705,0.0,1.0044,5669
"Ground turkey, 85% lean, 15% fat, patties, broiled",2.49,1.4580000000000002,0.0,1.0352,5670
"Ground turkey, 85% lean, 15% fat, raw",1.8,1.1285999999999998,0.0,0.6759999999999999,5668
"Ground turkey, 93% lean, 7% fat, pan-broiled crumbles",2.13,1.044,0.0,1.084,5666
"Ground turkey, 93% lean, 7% fat, patties, broiled",2.07,1.0305,0.0,1.0344,5667
"Ground turkey, 93% lean, 7% fat, raw",1.5,0.7506,0.0,0.7492,5665
"Ground turkey, cooked",2.03,0.9359999999999999,0.0,1.0948,5306
"Ground turkey, fat free, pan-broiled crumbles",1.51,0.2439,0.0,1.2676,5663
"Ground turkey, fat free, patties, broiled",1.38,0.2232,0.0,1.1596,5664
"Ground turkey, fat free, raw",1.12,0.1755,0.0,0.9428,5662
"Ground turkey, raw",1.48,0.6894,0.0,0.7864,5305
"Groundcherries, (cape-gooseberries or poha), raw",0.53,0.063,0.448,0.076,9138
"Guanabana nectar, canned",0.59,0.0153,0.5972,0.0044,9434
"Guava nectar, canned, with added ascorbic acid",0.63,0.005399999999999999,0.65,0.0036,9435
"Guava nectar, with sucralose, canned",0.48,0.006300000000000001,0.532,0.012,9519
"Guava sauce, cooked",0.36,0.012600000000000002,0.3792,0.0128,9143
"Guavas, common, raw",0.68,0.08549999999999999,0.5728,0.102,9139
"Guavas, strawberry, raw",0.69,0.054000000000000006,0.6944,0.0232,9140
"Guinea hen, meat and skin, raw",1.58,0.5805,0.0,0.936,5151
"Guinea hen, meat only, raw",1.1,0.22230000000000005,0.0,0.8256,5152
HEALTHY REQUEST Tomato juice,0.21,0.0,0.1812,0.0328,31007
"HEALTHY REQUEST, Cream of Celery Soup, condensed",0.56,0.1449,0.3872,0.032400000000000005,6987
"HEALTHY REQUEST, Minestrone Soup, condensed",0.63,0.036000000000000004,0.476,0.0952,6990
"HEALTHY REQUEST, Tomato Soup, condensed",0.73,0.1089,0.5484,0.0644,6991
"HEALTHY REQUEST, Vegetable Soup, condensed",0.79,0.07110000000000001,0.6347999999999999,0.1268,6992
"HEINZ, WEIGHT WATCHER, Chocolate Eclair, frozen",2.41,0.621,1.612,0.17600000000000002,18640
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",1.45,0.6462,0.0304,0.7608,10856
"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",1.67,0.8657999999999999,0.0336,0.7495999999999999,10855
